,Ingredient,Trade_Name,Price
27047,ESTRADIOL ACETATE,FEMTRACE,2
27100,FENOFIBRATE,FENOGLIDE,14
27116,DEXTROAMPHETAMINE SULFATE,FERNDEX,26
27117,PREDNISOLONE,FERNISOLONE-P,14
27118,PREDNISONE,FERNISONE,14
27135,FEXOFENADINE HYDROCHLORIDE,FEXOFENADINE HYDROCHLORIDE ALLERGY,12
27154,FEXOFENADINE HYDROCHLORIDE,FEXOFENADINE HYDROCHLORIDE HIVES,11
27165,FENOFIBRIC ACID,FIBRICOR,25
27167,FINASTERIDE,FINASTERIDE,11
27190,AMIFAMPRIDINE PHOSPHATE,FIRDAPSE,18
27193,FLAVOXATE HYDROCHLORIDE,FLAVOXATE HYDROCHLORIDE,18
27196,FLECAINIDE ACETATE,FLECAINIDE ACETATE,9
27217,CYCLOBENZAPRINE HYDROCHLORIDE,FLEXERIL,23
27219,FLUDROCORTISONE ACETATE,FLORINEF,24
27291,FLUDROCORTISONE ACETATE,FLUDROCORTISONE ACETATE,27
27294,CYCLOTHIAZIDE,FLUIDIL,15
27329,FLUOXYMESTERONE,FLUOXYMESTERONE,14
27350,FLURBIPROFEN,FLURBIPROFEN,17
27402,DEXMETHYLPHENIDATE HYDROCHLORIDE,FOCALIN,4
27440,FOLIC ACID,FOLICET,12
27442,METHOCARBAMOL,FORBAXIN,6
27448,ALENDRONATE SODIUM; CHOLECALCIFEROL,FOSAMAX PLUS D,28
27450,FOSAMPRENAVIR CALCIUM,FOSAMPRENAVIR CALCIUM,7
27452,FOSINOPRIL SODIUM,FOSINOPRIL SODIUM,8
27485,FOSINOPRIL SODIUM; HYDROCHLOROTHIAZIDE,FOSINOPRIL SODIUM AND HYDROCHLOROTHIAZIDE,9
27503,BENZTHIAZIDE,FOVANE,2
27504,FROVATRIPTAN SUCCINATE,FROVA,17
27505,FROVATRIPTAN SUCCINATE,FROVATRIPTAN SUCCINATE,13
27508,"GRISEOFULVIN, ULTRAMICROCRYSTALLINE",FULVICIN P/G,11
27510,"GRISEOFULVIN, ULTRAMICROCRYSTALLINE",FULVICIN P/G 165,1
27511,"GRISEOFULVIN, ULTRAMICROCRYSTALLINE",FULVICIN P/G 330,30
27512,"GRISEOFULVIN, MICROCRYSTALLINE",FULVICIN-U/F,14
27516,NITROFURANTOIN,FURALAN,9
27567,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,FYAVOLV,26
27621,TIAGABINE HYDROCHLORIDE,GABITRIL,8
27666,SULFAMETHOXAZOLE,GANTANOL-DS,27
27667,SULFISOXAZOLE,GANTRISIN,28
27685,GEMIFLOXACIN MESYLATE,GEMIFLOXACIN MESYLATE,6
27686,METHARBITAL,GEMONIL,9
27687,CLORAZEPATE DIPOTASSIUM,GEN-XENE,17
27690,COBICISTAT; ELVITEGRAVIR; EMTRICITABINE; TENOFOVIR ALAFENAMIDE FUMARATE,GENVOYA,8
27691,CARBENICILLIN INDANYL SODIUM,GEOCILLIN,28
27692,ERGOLOID MESYLATES,GERIMAL,9
27693,BALSALAZIDE DISODIUM,GIAZO,23
27694,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,GILDESS 24 FE,23
27695,AFATINIB DIMALEATE,GILOTRIF,6
27700,GLIMEPIRIDE,GLIMEPIRIDE,24
27781,GLIPIZIDE; METFORMIN HYDROCHLORIDE,GLIPIZIDE AND METFORMIN HYDROCHLORIDE,5
27799,CHLORPROPAMIDE,GLUCAMIDE,11
27800,METFORMIN HYDROCHLORIDE,GLUCOPHAGE,17
27805,GLIPIZIDE,GLUCOTROL,6
27808,GLYBURIDE; METFORMIN HYDROCHLORIDE,GLUCOVANCE,15
27811,GLUTETHIMIDE,GLUTETHIMIDE,26
27820,GLYBURIDE,GLYBURIDE,10
27850,GLYBURIDE,GLYBURIDE (MICRONIZED),14
27869,GLYBURIDE; METFORMIN HYDROCHLORIDE,GLYBURIDE AND METFORMIN HYDROCHLORIDE,29
27922,GLYBURIDE,GLYNASE,9
27926,MIGLITOL,GLYSET,8
27929,EMPAGLIFLOZIN; LINAGLIPTIN,GLYXAMBI,27
27931,GABAPENTIN,GRALISE,12
27950,"GRISEOFULVIN, ULTRAMICROSIZE",GRIS-PEG,15
27953,"GRISEOFULVIN, ULTRAMICROCRYSTALLINE",GRISACTIN ULTRA,4
27960,"GRISEOFULVIN, ULTRAMICROSIZE","GRISEOFULVIN, ULTRAMICROSIZE",10
27964,"GRISEOFULVIN, ULTRAMICROSIZE","GRISEOFULVIN,ULTRAMICROSIZE",23
27966,GUANABENZ ACETATE,GUANABENZ ACETATE,24
27974,GUANETHIDINE MONOSULFATE,GUANETHIDINE MONOSULFATE,7
27986,GUANIDINE HYDROCHLORIDE,GUANIDINE HYDROCHLORIDE,14
27987,ESTRADIOL,GYNODIOL,14
27991,DYDROGESTERONE,GYNOREST,4
27993,HYDROCHLOROTHIAZIDE; RESERPINE,H.R.-50,27
27994,TRIAZOLAM,HALCION,30
27997,HALOPERIDOL,HALDOL,22
28003,HALOPERIDOL,HALDOL SOLUTAB,30
28004,PARAMETHASONE ACETATE,HALDRONE,2
28006,HALOFANTRINE HYDROCHLORIDE,HALFAN,6
28007,HALOPERIDOL,HALOPERIDOL,22
28092,FLUOXYMESTERONE,HALOTESTIN,17
28095,DESERPIDINE,HARMONYL,16
28099,PHENINDIONE,HEDULIN,11
28100,DEXAMETHASONE,HEMADY,26
28101,ADEFOVIR DIPIVOXIL,HEPSERA,18
28102,LEVONORGESTREL,HER STYLE,25
28103,DIETHYLCARBAMAZINE CITRATE,HETRAZAN,27
28108,METHENAMINE HIPPURATE,HIPREX,16
28109,RESERPINE,HISERPIA,20
28111,ZALCITABINE,HIVID,28
28113,RAUWOLFIA SERPENTINA ROOT,HIWOLFIA,8
28116,HOMATROPINE METHYLBROMIDE,HOMAPIN-10,16
28117,HOMATROPINE METHYLBROMIDE,HOMAPIN-5,2
28118,HOMATROPINE METHYLBROMIDE; HYDROCODONE BITARTRATE,HOMATROPINE METHYLBROMIDE AND HYDROCODONE BITARTRATE,27
28121,ACETAMINOPHEN; HYDROCODONE BITARTRATE,HY-PHEN,10
28125,HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE,HYDRALAZINE AND HYDROCHLOROTHIAZIDE,30
28230,HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE; RESERPINE,"HYDRALAZINE HYDROCHLORIDE, HYDROCHLOROTHIAZIDE AND RESERPINE",3
28231,HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE; RESERPINE,HYDRALAZINE HYDROCHLORIDE-HYDROCHLOROTHIAZIDE-RESERPINE,22
28232,HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE; RESERPINE,"HYDRALAZINE, HYDROCHLOROTHIAZIDE W/ RESERPINE",12
28233,HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE; RESERPINE,HYDRAP-ES,25
28234,HYDROCHLOROTHIAZIDE,HYDRO-D,28
28236,HYDROCHLOROTHIAZIDE; RESERPINE,HYDRO-RESERP,21
28237,AMILORIDE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE,HYDRO-RIDE,25
28238,HYDROCHLOROTHIAZIDE; RESERPINE,"HYDRO-SERP ""25""",23
28239,HYDROCHLOROTHIAZIDE; RESERPINE,"HYDRO-SERP ""50""",5
28341,HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE W/ HYDRALAZINE,8
28342,HYDROCHLOROTHIAZIDE; RESERPINE,HYDROCHLOROTHIAZIDE W/ RESERPINE,3
28355,HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE; RESERPINE,HYDROCHLOROTHIAZIDE W/ RESERPINE AND HYDRALAZINE,23
28550,HYDROCODONE BITARTRATE; IBUPROFEN,HYDROCODONE BITARTRATE AND IBUPROFEN,11
28594,HYDROCORTISONE,HYDROCORTONE,4
28596,HYDROCHLOROTHIAZIDE,HYDRODIURIL,1
28599,HYDROFLUMETHIAZIDE,HYDROFLUMETHIAZIDE,14
28602,HYDROFLUMETHIAZIDE; RESERPINE,HYDROFLUMETHIAZIDE AND RESERPINE,1
28623,QUINETHAZONE,HYDROMOX,26
28624,QUINETHAZONE; RESERPINE,HYDROMOX R,13
28625,HYDROCHLOROTHIAZIDE; RESERPINE,HYDROPRES 25,29
28626,HYDROCHLOROTHIAZIDE; RESERPINE,HYDROPRES 50,8
28627,HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE; RESERPINE,HYDROSERPINE PLUS (R-H-H),11
28628,HYDROXYCHLOROQUINE SULFATE,HYDROXYCHLOROQUINE SULFATE,23
28736,CHLORTHALIDONE,HYGROTON,1
28738,GUANADREL SULFATE,HYLOREL,19
28740,RAUWOLFIA SERPENTINA ROOT,HYSERPIN,4
28745,HYDROCHLOROTHIAZIDE; LOSARTAN POTASSIUM,HYZAAR,2
28748,ISONIAZID,HYZYD,16
28761,TENAPANOR HYDROCHLORIDE,IBSRELA,27
28767,IBUPROFEN,IBU-TAB,25
28770,IBUPROFEN,IBU-TAB 200,21
28771,IBUPROFEN,IBUPRIN,23
28922,DIPHENHYDRAMINE CITRATE; IBUPROFEN,IBUPROFEN AND DIPHENHYDRAMINE CITRATE,12
28924,IBUPROFEN; PHENYLEPHRINE HYDROCHLORIDE,IBUPROFEN AND PHENYLEPHRINE HYDROCHLORIDE,21
28927,IBUPROFEN SODIUM,IBUPROFEN SODIUM,10
28928,IBUPROFEN,IBUPROHM,2
28930,IBUPROFEN; PSEUDOEPHEDRINE HYDROCHLORIDE,IBUPROHM COLD AND SINUS,23
28931,ETHINYL ESTRADIOL; LEVONORGESTREL,ICLEVIA,16
28932,PONATINIB HYDROCHLORIDE,ICLUSIG,9
28935,ENASIDENIB MESYLATE,IDHIFA,11
28937,ILOPERIDONE,ILOPERIDONE,24
28952,IMATINIB MESYLATE,IMATINIB MESYLATE,20
29031,AZATHIOPRINE,IMURAN,13
29033,TELAPREVIR,INCIVEK,12
29034,INDAPAMIDE,INDAPAMIDE,23
29058,HYDROCHLOROTHIAZIDE; PROPRANOLOL HYDROCHLORIDE,INDERIDE-40/25,25
29059,HYDROCHLOROTHIAZIDE; PROPRANOLOL HYDROCHLORIDE,INDERIDE-80/25,7
29060,ISONIAZID,INH,15
29061,AXITINIB,INLYTA,24
29063,ESTRADIOL,INNOFEM,15
29066,EPLERENONE,INSPRA,11
29069,ETRAVIRINE,INTELENCE,22
29072,ETHINYL ESTRADIOL; LEVONORGESTREL,INTROVALE,25
29073,ASPIRIN; CAFFEINE; ORPHENADRINE CITRATE,INVAGESIC,20
29074,ASPIRIN; CAFFEINE; ORPHENADRINE CITRATE,INVAGESIC FORTE,17
29075,MECAMYLAMINE HYDROCHLORIDE,INVERSINE,30
29077,CANAGLIFLOZIN; METFORMIN HYDROCHLORIDE,INVOKAMET,6
29081,CANAGLIFLOZIN,INVOKANA,14
29083,POTASSIUM IODIDE,IOSAT,10
29085,IRBESARTAN,IRBESARTAN,29
29148,HYDROCHLOROTHIAZIDE; IRBESARTAN,IRBESARTAN AND HYDROCHLOROTHIAZIDE,7
29184,GEFITINIB,IRESSA,9
29187,RALTEGRAVIR POTASSIUM,ISENTRESS HD,7
29188,GUANETHIDINE MONOSULFATE,ISMELIN,21
29190,ISOSORBIDE MONONITRATE,ISMO,20
29267,OSILODROSTAT PHOSPHATE,ISTURISA,5
29271,DEFERASIROX,JADENU,6
29274,ETHINYL ESTRADIOL; LEVONORGESTREL,JAIMIESS,15
29275,RUXOLITINIB PHOSPHATE,JAKAFI,1
29280,IMIPRAMINE HYDROCHLORIDE,JANIMINE,22
29283,WARFARIN SODIUM,JANTOVEN,18
29292,METFORMIN HYDROCHLORIDE; SITAGLIPTIN PHOSPHATE,JANUMET,27
29294,SITAGLIPTIN PHOSPHATE,JANUVIA,24
29297,EMPAGLIFLOZIN,JARDIANCE,6
29299,LINAGLIPTIN; METFORMIN HYDROCHLORIDE,JENTADUETO,5
29302,DOLUTEGRAVIR SODIUM; RILPIVIRINE HYDROCHLORIDE,JULUCA,3
29304,IBUPROFEN,JUNIOR STRENGTH IBUPROFEN,10
29306,SIMVASTATIN; SITAGLIPTIN PHOSPHATE,JUVISYNC,12
29312,TOLVAPTAN,JYNARQUE,27
29321,ALOGLIPTIN BENZOATE; METFORMIN HYDROCHLORIDE,KAZANO,14
29323,CEPHALEXIN,KEFLET,30
29328,CEPHALEXIN HYDROCHLORIDE,KEFTAB,13
29331,PROCYCLIDINE HYDROCHLORIDE,KEMADRIN,22
29333,TRIAMCINOLONE,KENACORT,26
29341,BETAXOLOL HYDROCHLORIDE; CHLORTHALIDONE,KERLEDEX,29
29343,BETAXOLOL HYDROCHLORIDE,KERLONE,7
29345,TELITHROMYCIN,KETEK,29
29363,DICHLORPHENAMIDE,KEVEYIS,7
29364,RIBOCICLIB SUCCINATE,KISQALI,4
29365,CLONAZEPAM,KLONOPIN,24
29370,CHLORPHENIRAMINE MALEATE,KLOROMIN,3
29371,RAUWOLFIA SERPENTINA ROOT,KOGLUCOID,5
29373,MIFEPRISTONE,KORLYM,8
29374,TAFENOQUINE SUCCINATE,KRINTAFEL,26
29376,DROSPIRENONE; ETHINYL ESTRADIOL,KYRA,27
29412,LAMOTRIGINE,LAMICTAL,11
29446,LAMIVUDINE; TENOFOVIR DISOPROXIL FUMARATE,LAMIVUDINE AND TENOFOVIR DISOPROXIL FUMARATE,27
29447,LAMIVUDINE; ZIDOVUDINE,LAMIVUDINE AND ZIDOVUDINE,23
29460,LAMIVUDINE; NEVIRAPINE; ZIDOVUDINE,"LAMIVUDINE, NEVIRAPINE AND ZIDOVUDINE",1
29565,MEFLOQUINE HYDROCHLORIDE,LARIAM,25
29566,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,LARIN 24 FE,2
29573,LURASIDONE HYDROCHLORIDE,LATUDA,2
29580,LEFLUNOMIDE,LEFLUNOMIDE,5
29600,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,LERIBANE,6
29602,ANILERIDINE HYDROCHLORIDE,LERITINE,15
29603,AMBRISENTAN,LETAIRIS,27
29605,LETROZOLE,LETROZOLE,7
29641,CHLORAMBUCIL,LEUKERAN,17
29645,PENBUTOLOL SULFATE,LEVATOL,25
29748,VARDENAFIL HYDROCHLORIDE,LEVITRA,23
29753,LEVOTHYROXINE SODIUM,LEVO-T,18
29835,LEVOTHYROXINE SODIUM,LEVOLET,19
29872,ETHINYL ESTRADIOL; LEVONORGESTREL,LEVONORGESTREL AND ETHINYL ESTRADIOL AND ETHINYL ESTRADIOL,17
29879,LEVORPHANOL TARTRATE,LEVORPHANOL TARTRATE,9
29931,LEVOTHYROXINE SODIUM,LEVOXYL,6
29947,CHLORDIAZEPOXIDE,LIBRITABS,3
29950,AMITRIPTYLINE HYDROCHLORIDE; CHLORDIAZEPOXIDE,LIMBITROL,12
29951,AMITRIPTYLINE HYDROCHLORIDE; CHLORDIAZEPOXIDE,LIMBITROL DS,13
29982,ATORVASTATIN CALCIUM,LIPITOR,16
29986,ATORVASTATIN CALCIUM; EZETIMIBE,LIPTRUZET,8
29990,PHENPROCOUMON,LIQUAMAR,2
29991,LISINOPRIL,LISINOPRIL,6
30093,HYDROCHLOROTHIAZIDE; LISINOPRIL,LISINOPRIL AND HYDROCHLOROTHIAZIDE,20
30132,LITHIUM CARBONATE,LITHANE,12
30137,ACETOHYDROXAMIC ACID,LITHOSTAT,19
30138,LITHIUM CARBONATE,LITHOTABS,23
30139,PITAVASTATIN CALCIUM,LIVALO,8
30142,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,LO LOESTRIN FE,5
30143,ETHINYL ESTRADIOL; LEVONORGESTREL,LO SIMPESSE,3
30144,ATROPINE SULFATE; DIPHENOXYLATE HYDROCHLORIDE,LO-TROL,4
30145,DROSPIRENONE; ETHINYL ESTRADIOL,LO-ZUMANDIMINE,23
30148,CARBIDOPA,LODOSYN,8
30149,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,LOESTRIN 24 FE,2
30150,ATROPINE SULFATE; DIPHENOXYLATE HYDROCHLORIDE,LOGEN,18
30151,ULIPRISTAL ACETATE,LOGILIA,1
30152,PHENTERMINE HYDROCHLORIDE,LOMAIRA,16
30154,MINOXIDIL,LONITEN,3
30156,ATROPINE SULFATE; DIPHENOXYLATE HYDROCHLORIDE,LONOX,15
30157,TIPIRACIL HYDROCHLORIDE; TRIFLURIDINE,LONSURF,2
30171,HYDROCHLOROTHIAZIDE; METOPROLOL TARTRATE,LOPRESSOR HCT,26
30174,ALLOPURINOL,LOPURIN,20
30189,LORAZEPAM,LORAZ,16
30253,LORLATINIB,LORBRENA,28
30255,PROBUCOL,LORELCO,23
30257,ACETAMINOPHEN; HYDROCODONE BITARTRATE,LORTAB,21
30259,DROSPIRENONE; ETHINYL ESTRADIOL,LORYNA,8
30260,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM,26
30323,HYDROCHLOROTHIAZIDE; LOSARTAN POTASSIUM,LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE,11
30370,ETHINYL ESTRADIOL; LEVONORGESTREL,LOSEASONIQUE,28
30371,BENAZEPRIL HYDROCHLORIDE,LOTENSIN,7
30375,BENAZEPRIL HYDROCHLORIDE; HYDROCHLOROTHIAZIDE,LOTENSIN HCT,27
30379,ALOSETRON HYDROCHLORIDE,LOTRONEX,4
30381,TALBUTAL,LOTUSATE,11
30382,LOVASTATIN,LOVASTATIN,23
30412,ATROPINE SULFATE; DIPHENOXYLATE HYDROCHLORIDE,LOW-QUEL,18
30416,INDAPAMIDE,LOZOL,8
30418,LOFEXIDINE HYDROCHLORIDE,LUCEMYRA,5
30419,MAPROTILINE HYDROCHLORIDE,LUDIOMIL,9
30422,DYPHYLLINE,LUFYLLIN,12
30424,ESZOPICLONE,LUNESTA,6
30427,LURASIDONE HYDROCHLORIDE,LURASIDONE HYDROCHLORIDE,25
30470,FLUVOXAMINE MALEATE,LUVOX,17
30477,ETHINYL ESTRADIOL; LEVONORGESTREL,LYBREL,14
30478,DOXYCYCLINE HYCLATE,LYMEPAK,8
30479,ETHINYL ESTRADIOL,LYNORAL,15
30483,MITOTANE,LYSODREN,6
30484,TRANEXAMIC ACID,LYSTEDA,13
30485,MAGNESIUM HYDROXIDE; OMEPRAZOLE; SODIUM BICARBONATE,MAGNESIUM HYDROXIDE AND OMEPRAZOLE AND SODIUM BICARBONATE,27
30487,ATOVAQUONE; PROGUANIL HYDROCHLORIDE,MALARONE,30
30488,ATOVAQUONE; PROGUANIL HYDROCHLORIDE,MALARONE PEDIATRIC,29
30489,CHLORPHENESIN CARBAMATE,MAOLATE,24
30490,MAPROTILINE HYDROCHLORIDE,MAPROTILINE HYDROCHLORIDE,24
30502,ISOCARBOXAZID,MARPLAN,19
30503,CLADRIBINE,MAVENCLAD,20
30504,TRANDOLAPRIL,MAVIK,19
30507,GLECAPREVIR; PIBRENTASVIR,MAVYRET,12
30508,RIZATRIPTAN BENZOATE,MAXALT,20
30510,LOMEFLOXACIN HYDROCHLORIDE,MAXAQUIN,17
30512,METOCLOPRAMIDE HYDROCHLORIDE,MAXOLON,11
30513,HYDROCHLOROTHIAZIDE; TRIAMTERENE,MAXZIDE,18
30514,HYDROCHLOROTHIAZIDE; TRIAMTERENE,MAXZIDE-25,7
30515,SIPONIMOD FUMARIC ACID,MAYZENT,9
30517,MAZINDOL,MAZANOR,10
30519,MECAMYLAMINE HYDROCHLORIDE,MECAMYLAMINE HYDROCHLORIDE,16
30561,IBUPROFEN,MEDIPREN,13
30563,METHYLPREDNISOLONE,MEDROL,28
30576,MEFLOQUINE HYDROCHLORIDE,MEFLOQUINE HYDROCHLORIDE,10
30592,TRAMETINIB DIMETHYL SULFOXIDE,MEKINIST,29
30595,BINIMETINIB,MEKTOVI,28
30596,DROSPIRENONE; ETHINYL ESTRADIOL,MELAMISA,21
30597,PHENDIMETRAZINE TARTRATE,MELFIAT,17
30605,MELOXICAM,MELOXICAM,2
30649,MELPHALAN,MELPHALAN,24
30698,MENADIONE,MENADIONE,26
30699,"ESTROGENS, ESTERIFIED",MENEST,12
30703,"CHLORDIAZEPOXIDE; ESTROGENS, ESTERIFIED",MENRIUM 10-4,11
30704,"CHLORDIAZEPOXIDE; ESTROGENS, ESTERIFIED",MENRIUM 5-2,24
30705,"CHLORDIAZEPOXIDE; ESTROGENS, ESTERIFIED",MENRIUM 5-4,6
30729,PHYTONADIONE,MEPHYTON,17
30730,MEPROBAMATE,MEPRIAM,23
30731,ASPIRIN; MEPROBAMATE,MEPRO-ASPIRIN,26
30732,MEPROBAMATE,MEPROBAMATE,9
30793,ASPIRIN; MEPROBAMATE,MEPROBAMATE AND ASPIRIN,23
30795,MERCAPTOPURINE,MERCAPTOPURINE,17
30798,MEPHENYTOIN,MESANTOIN,15
30801,GLIPIZIDE; METFORMIN HYDROCHLORIDE,METAGLIP,23
30804,TRICHLORMETHIAZIDE,METAHYDRIN,23
30816,RESERPINE; TRICHLORMETHIAZIDE,METATENSIN #2,11
30817,RESERPINE; TRICHLORMETHIAZIDE,METATENSIN #4,14
30818,METAXALONE,METAXALONE,2
30957,METHAMPHETAMINE HYDROCHLORIDE,METHAMPEX,11
30958,METHAMPHETAMINE HYDROCHLORIDE,METHAMPHETAMINE HYDROCHLORIDE,23
30964,METHAZOLAMIDE,METHAZOLAMIDE,10
30976,METHENAMINE HIPPURATE,METHENAMINE HIPPURATE,27
30980,METHIMAZOLE,METHIMAZOLE,22
31060,ASPIRIN; METHOCARBAMOL,METHOCARBAMOL AND ASPIRIN,25
31074,METHSCOPOLAMINE BROMIDE,METHSCOPOLAMINE BROMIDE,7
31081,METHYCLOTHIAZIDE,METHYCLOTHIAZIDE,7
31094,DESERPIDINE; METHYCLOTHIAZIDE,METHYCLOTHIAZIDE AND DESERPIDINE,25
31096,METHYLDOPA,METHYLDOPA,3
31142,CHLOROTHIAZIDE; METHYLDOPA,METHYLDOPA AND CHLOROTHIAZIDE,13
31144,HYDROCHLOROTHIAZIDE; METHYLDOPA,METHYLDOPA AND HYDROCHLOROTHIAZIDE,29
31243,METHYLPREDNISOLONE,METHYLPREDNISOLONE,5
31291,PREDNISONE,METICORTEN,30
31323,METOLAZONE,METOLAZONE,21
31381,HYDROCHLOROTHIAZIDE; METOPROLOL TARTRATE,METOPROLOL TARTRATE AND HYDROCHLOROTHIAZIDE,23
31390,PHENDIMETRAZINE TARTRATE,METRA,27
31391,METRONIDAZOLE,METROMIDOL,3
31442,LOVASTATIN,MEVACOR,5
31445,TELMISARTAN,MICARDIS,17
31448,HYDROCHLOROTHIAZIDE; TELMISARTAN,MICARDIS HCT,28
31451,ASPIRIN; MEPROBAMATE,MICRAININ,19
31452,GLYBURIDE,MICRONASE,21
31455,SULFAMETHIZOLE,MICROSUL,22
31456,AMILORIDE HYDROCHLORIDE,MIDAMOR,30
31457,MIDODRINE HYDROCHLORIDE,MIDODRINE HYDROCHLORIDE,11
31480,MIFEPRISTONE,MIFEPREX,10
31481,MIFEPRISTONE,MIFEPRISTONE,14
31482,MIGLITOL,MIGLITOL,4
31485,MILNACIPRAN HYDROCHLORIDE,MILNACIPRAN HYDROCHLORIDE,22
31493,CLOMIPHENE CITRATE,MILOPHENE,16
31494,"ESTROGENS, CONJUGATED; MEPROBAMATE",MILPREM-200,4
31495,"ESTROGENS, CONJUGATED; MEPROBAMATE",MILPREM-400,3
31496,MEPROBAMATE,MILTOWN,8
31513,MINOXIDIL,MINODYL,18
31524,ANISINDIONE,MIRADON,20
31525,PRAMIPEXOLE DIHYDROCHLORIDE,MIRAPEX,25
31576,MISOPROSTOL,MISOPROSTOL,15
31589,MODAFINIL,MODAFINIL,17
31607,RESCINNAMINE,MODERIL,27
31609,AMILORIDE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE,MODURETIC 5-50,12
31610,MOEXIPRIL HYDROCHLORIDE,MOEXIPRIL HYDROCHLORIDE,10
31618,HYDROCHLOROTHIAZIDE; MOEXIPRIL HYDROCHLORIDE,MOEXIPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,19
31630,MOLINDONE HYDROCHLORIDE,MOLINDONE HYDROCHLORIDE,23
31633,"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS; SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE",MONOBASIC SODIUM PHOSPHATE AND DIBASIC SODIUM PHOSPHATE,28
31634,ISOSORBIDE MONONITRATE,MONOKET,21
31636,FOSINOPRIL SODIUM,MONOPRIL,21
31639,FOSINOPRIL SODIUM; HYDROCHLOROTHIAZIDE,MONOPRIL-HCT,29
31667,PRUCALOPRIDE SUCCINATE,MOTEGRITY,10
31669,ATROPINE SULFATE; DIFENOXIN HYDROCHLORIDE,MOTOFEN,24
31670,ATROPINE SULFATE; DIFENOXIN HYDROCHLORIDE,MOTOFEN HALF-STRENGTH,18
31676,IBUPROFEN,MOTRIN IB,20
31677,IBUPROFEN,MOTRIN MIGRAINE PAIN,8
31678,NALOXEGOL OXALATE,MOVANTIK,20
31680,MOXIDECTIN,MOXIDECTIN,14
31690,LUSUTROMBOPAG,MULPLETA,8
31691,DRONEDARONE HYDROCHLORIDE,MULTAQ,19
31692,ETHAMBUTOL HYDROCHLORIDE,MYAMBUTOL,22
31711,METOLAZONE,MYKROX,3
31713,BETHANECHOL CHLORIDE,MYOTONACHOL,19
31718,AMBENONIUM CHLORIDE,MYTELASE,20
31719,NABUMETONE,NABUMETONE,11
31745,NADOLOL,NADOLOL,13
31782,BENDROFLUMETHIAZIDE; NADOLOL,NADOLOL AND BENDROFLUMETHIAZIDE,14
31787,NALIDIXIC ACID,NALIDIXIC ACID,22
31793,NALOXONE HYDROCHLORIDE; PENTAZOCINE HYDROCHLORIDE,NALOXONE HYDROCHLORIDE AND PENTAZOCINE HYDROCHLORIDE,18
31796,NALTREXONE HYDROCHLORIDE,NALTREXONE HYDROCHLORIDE,19
31935,DIPHENHYDRAMINE HYDROCHLORIDE; NAPROXEN SODIUM,NAPROXEN SODIUM AND DIPHENHYDRAMINE HYDROCHLORIDE,23
31939,TRICHLORMETHIAZIDE,NAQUA,29
31941,RESERPINE; TRICHLORMETHIAZIDE,NAQUIVAL,4
31942,NARATRIPTAN HYDROCHLORIDE,NARATRIPTAN,7
31959,PHENELZINE SULFATE,NARDIL,1
31960,DIENOGEST; ESTRADIOL VALERATE,NATAZIA,14
31961,NATEGLINIDE,NATEGLINIDE,5
31977,BENDROFLUMETHIAZIDE,NATURETIN-10,10
31978,BENDROFLUMETHIAZIDE,NATURETIN-2.5,13
31979,BENDROFLUMETHIAZIDE,NATURETIN-5,16
31980,NEBIVOLOL HYDROCHLORIDE,NEBIVOLOL HYDROCHLORIDE,4
32004,NEFAZODONE HYDROCHLORIDE,NEFAZODONE HYDROCHLORIDE,9
32050,NEOMYCIN SULFATE,NEOBIOTIC,8
32051,NEOMYCIN SULFATE,NEOMYCIN SULFATE,10
32060,AMINOSALICYLATE SODIUM; AMINOSALICYLIC ACID,NEOPASALATE,3
32064,METHAZOLAMIDE,NEPTAZANE,11
32066,NERATINIB MALEATE,NERLYNX,29
32067,ALOGLIPTIN BENZOATE,NESINA,28
32070,MEPROBAMATE,NEURAMATE,25
32085,SORAFENIB TOSYLATE,NEXAVAR,1
32086,BEMPEDOIC ACID,NEXLETOL,10
32087,BEMPEDOIC ACID; EZETIMIBE,NEXLIZET,30
32101,NIACIN,NIACOR,16
32102,NIACIN,NICOLAR,6
32103,PITAVASTATIN SODIUM,NIKITA,22
